"RQSVV.011";"Messages with destination System-A with the payload of the underlying ISO message as received.";"(NP (NP (NNS Messages)) (PP (IN with) (NP (NN destination) (VBG System_A)) (PP (IN with) (NP (NP (DT the) (NN payload)) (PP (IN of) (NP (DT the) (JJ underlying) (NN ISO) (NN message)))))) (SBAR (IN as) (S (VP (VBN received)))) (. .))";"Messages with destination System_A with the payload of the underlying ISO message as received ."
"RQSVV.012";"As per current production process, the new rejection reason codes below:  value-A: Illiquid, value-B: Below Amount.";"(FRAG (PP (IN As) (PP (IN per) (NP (JJ current) (NN production) (NN process)))) (, ,) (NP (NP (DT the) (JJ new) (NN rejection) (NN reason)) (NNS codes)) (PP (IN below) (NP (NNP value_A) (NNP Illiquid))) (, ,) (NP (NP (NNS value_B)) (PP (IN Below) (NP (NNP Amount)))) (. .))";"As per current production process , the new rejection reason codes below value_A Illiquid , value_B Below Amount ."
"RQSVV.013";"Upon receipt of a message in the Unsupported Message Queue, the new message must be set to the following state: value";"(S (PP (IN Upon) (NP (NP (NN receipt)) (PP (IN of) (NP (NP (DT a) (NN message)) (PP (IN in) (NP (DT the) (NNP Unsupported) (NNP Message) (NNP Queue))))))) (, ,) (NP (DT the) (JJ new) (NN message)) (VP (MD must) (VP (VB be) (VP (VBN set) (PP (IN to) (NP (DT the) (VBG following) (NN state) (NN value)))))))";"Upon receipt of a message in the Unsupported Message Queue , the new message must be set to the following state value"
"RQSVV.014";"When System-A receives a confirmation from the System-B with the element Value where value-1 or value-2 present, then in the System-C the information provided in the element must be shown as “Dt” field. ";"(S (SBAR (WHADVP (WRB When)) (S (NP (NNP System_A)) (VP (VBZ receives) (NP (DT a) (NN confirmation)) (PP (IN from) (NP (DT the) (NNP System_B))) (PP (IN with) (NP (NP (DT the) (NN element) (NN Value)) (SBAR (WHADVP (WRB where)) (S (NP (NNP value_1) (CC or) (NNS value_2)) (ADJP (JJ present))))))))) (, ,) (ADVP (RB then)) (PP (IN in) (NP (DT the) (NNP System_C))) (NP (NP (DT the) (NN information)) (VP (VBN provided) (PP (IN in) (NP (DT the) (NN element))))) (VP (MD must) (VP (VB be) (VP (VBN shown) (PP (IN as) (NP (NNP Dt) (NN field)))))) (. .))";"When System_A receives a confirmation from the System_B with the element Value where value_1 or value_2 present , then in the System_C the information provided in the element must be shown as Dt field ."
"RQSVV.015";"Upon reception of the status of the settlement instruction from System-A, System-B must be able to liaise the status  of the settlement instruction with the associated settlement request.";"(S (PP (IN Upon) (NP (NP (NN reception)) (PP (IN of) (NP (NP (DT the) (NN status)) (PP (IN of) (NP (DT the) (NN settlement) (NN instruction))) (PP (IN from) (NP (LS System_A))))))) (, ,) (NP (PRP System_B)) (VP (MD must) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB liaise) (NP (NP (DT the) (NN status)) (PP (IN of) (NP (DT the) (NN settlement) (NN instruction)))) (PP (IN with) (NP (DT the) (JJ associated) (NN settlement) (NN request))))))))) (. .))";"Upon reception of the status of the settlement instruction from System_A , System_B must be able to liaise the status of the settlement instruction with the associated settlement request ."
"RQSVV.016";"When System-A receives Files from the System-B, Files with destination System-A must the block with the payload of the underlying ISO.";"(S (SBAR (WHADVP (WRB When)) (S (NP (NNP System_A)) (VP (VBZ receives) (NP (NP (NNS Files)) (PP (IN from) (NP (DT the) (NNP System_B))))))) (, ,) (NP (NP (NNPS Files)) (PP (IN with) (NP (NN destination) (NN System_A)))) (VP (MD must) (NP (DT the) (NN block)) (PP (IN with) (NP (NP (DT the) (NN payload)) (PP (IN of) (NP (DT the) (VBG underlying) (NN ISO)))))) (. .))";"When System_A receives Files from the System_B , Files with destination System_A must the block with the payload of the underlying ISO ."
"RQSVV.017";"System-A accept Order status messages with any of the rejection reason codes below: IL: Illiquid, BA: Below Amount.";"(S (NP (LS System_A)) (VP (VB accept) (NP (NN Order) (NN status) (NNS messages)) (IN with) (NP (NP (DT any)) (IN of) (NP (NP (DT the) (NN rejection) (NN reason)) (NP (NNS codes))) (PP (IN below) (NP (NNP IL) (NNP Illiquid))) (, ,) (NP (NP (NNP BA)) (NP (NNP Below) (NNP Amount))))) (. .))";"System_A accept Order status messages with any of the rejection reason codes below IL Illiquid , BA Below Amount ."
"RQSVV.018";"When System-A identifies that a position update will be required for the external client and when the securities were transferred from an external party to the System-B, a Settlement Request containing the value “Free” in the Transaction Type.";"(SBAR (SBAR (WHADVP (WRB When)) (S (NP (JJ System_A)) (VP (NNS identifies) (SBAR (IN that) (S (NP (DT a) (NN position) (NN update)) (VP (MD will) (VP (VB be) (VP (VBN required) (PP (IN for) (NP (DT the) (JJ external) (NN client))))))))))) (CC and) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NNS securities)) (VP (VBD were) (VP (VBN transferred) (PP (IN from) (NP (DT an) (JJ external) (NN party))) (PP (IN to) (NP (DT the) (NNP System_B))))))) (, ,) (NP (NP (DT a) (NNP Settlement) (NN Request)) (VP (VBG containing) (NP (NP (DT the) (NN value)) (ADJP (JJ Free) (PP (IN in) (NP (DT the) (NNP Transaction) (NNP Type))))))) (. .))";"When System_A identifies that a position update will be required for the external client and when the securities were transferred from an external party to the System_B , a Settlement Request containing the value Free in the Transaction Type ."
"RQSVV.019";"When an order cancellation message is received from the System-A with the new code Reason , then it must be mapped in the message sent to System-B.";"(S (SBAR (WHADVP (WRB When)) (S (NP (DT an) (NN order) (NN cancellation) (NN message)) (VP (VBZ is) (VP (VBN received) (PP (IN from) (NP (DT the) (NN System_A))) (PP (IN with) (NP (DT the) (JJ new) (NN code) (NNP Reason))))))) (, ,) (ADVP (RB then)) (NP (PRP it)) (VP (MD must) (VP (VB be) (VP (VBN mapped) (IN in) (NP (NP (DT the) (NN message)) (VP (VBN sent) (PP (TO to) (X (VB System_B.)))))))))";"When an order cancellation message is received from the System_A with the new code Reason , then it must be mapped in the message sent to System_B."
"RQSVV.020";"When a message is sent from System-A to the System-B, the Place of Trade must be provided in the element Place-T with the following code: ES";"(S (SBAR (WHADVP (WRB When)) (S (NP (DT a) (NN message)) (VP (VBZ is) (VP (VBN sent) (PP (IN from) (NP (VBG System_A))) (PP (IN to) (NP (DT the) (NNP System_B))))))) (, ,) (NP (NP (DT the) (NNP Place)) (PP (IN of) (NP (NNP Trade)))) (VP (MD must) (VP (VB be) (VP (VBN provided) (PP (IN in) (NP (DT the) (NN element) (NNP Place_T))) (PP (IN with) (NP (DT the) (VBG following) (NN code) (NN ES)))))))";"When a message is sent from System_A to the System_B , the Place of Trade must be provided in the element Place_T with the following code ES"
"RQSVV.021";"When an order cancellation message is received from the System-A then Reason must be displayed in the Sytem-B GUI field “Reason of Cancellation”.";"(S (SBAR (WHADVP (WRB When)) (S (NP (DT an) (NN order) (NN cancellation) (NN message)) (VP (VBZ is) (VP (VBN received) (PP (IN from) (NP (DT the) (JJ System_A))))))) (ADVP (RB then)) (NP (NN Reason)) (VP (MD must) (VP (VB be) (VP (VBN displayed) (PP (IN in) (NP (DT the) (JJ Sytem_B) (NNP GUI) (NN field) (NN Reason_of_Cancellation)))))) (. .))";"When an order cancellation message is received from the System_A then Reason must be displayed in the Sytem_B GUI field Reason_of_Cancellation ."
"RQSVV.022";"When the new code GAT is present in the message received from the System-A, then it must be forwarded to the System-B without processing.";"(S (SBAR (WHADVP (WRB When)) (S (NP (DT the) (JJ new) (NN code) (NP (NNP GAT))) (VP (VBZ is) (ADJP (JJ present)) (PP (IN in) (NP (NP (DT the) (NN message)) (VP (VBN received) (PP (IN from) (NP (DT the) (NN System_A))))))))) (, ,) (ADVP (RB then)) (NP (PRP it)) (VP (MD must) (VP (VB be) (VP (VBN forwarded) (PP (IN to) (NP (DT the) (NNP System_B))) (PP (IN without) (NP (NN processing)))))) (. .))";"When the new code GAT is present in the message received from the System_A , then it must be forwarded to the System_B without processing ."
"RQSVV.023";"A task must be performed during the transition in order to take the necessary action to ensure that for Orders created before the second stage, Order, Confirmations and Status messages are released before the first stage.";"(S (NP (DT A) (NN task)) (VP (MD must) (VP (VB be) (VP (VBN performed) (PP (IN during) (NP (DT the) (NN transition))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB take) (NP (DT the) (JJ necessary) (NN action) (S (VP (TO to) (VP (VB ensure) (SBAR (IN that) (S (IN for) (NP (NNS Orders)) (VBN created) (IN before) (NP (NP (DT the) (JJ second) (NN stage)) (, ,) (NN Order) (, ,) (NNPS Confirmations) (CC and) (NNP Status) (NNS messages)) (VP (VBP are) (VP (VBN released) (PP (IN before) (NP (DT the) (JJ first) (NN stage)))))))))))))))))) (. .))";"A task must be performed during the transition in order to take the necessary action to ensure that for Orders created before the second stage , Order , Confirmations and Status messages are released before the first stage ."
"RQSVV.024";"If System-A have successfully performed all the validation rules, then System-A must set the state of the Settlement Request to “Valid”.";"(S (SBAR (IN If) (S (NP (NN System_A)) (VP (VBP have) (VP (ADVP (RB successfully)) (VBN performed) (NP (PDT all) (DT the) (NN validation) (NNS rules)))))) (, ,) (ADVP (RB then)) (NP (NNS System_A)) (VP (MD must) (VP (VB set) (NP (NP (DT the) (NN state)) (PP (IN of) (NP (DT the) (NNP Settlement) (NN Request)))) (PP (IN to) (NP (NNP Valid))))) (. .))";"If System_A have successfully performed all the validation rules , then System_A must set the state of the Settlement Request to Valid ."
